name,ingredients,diet,flavor,course,state,region,style,category,source
Veg McMuffin + Hashbrown,,,,,,,,mcbreakfast and value mornings,swiggy_bangalore
Egg & Cheese McMuffin Protein Plus Meal,,,,,,,,mcbreakfast and value mornings,swiggy_bangalore
Egg & Cheese McMuffin Protien Plus,,,,,,,,mcbreakfast and value mornings,swiggy_bangalore
Sausage McMuffin Protein Plus,,,,,,,,mcbreakfast and value mornings,swiggy_bangalore
Sausage McMuffin with Egg with protein plus,,,,,,,,mcbreakfast and value mornings,swiggy_bangalore
Veg McMuffin with protein plus,,,,,,,,mcbreakfast and value mornings,swiggy_bangalore
Veg McMuffin with protein plus Meal,,,,,,,,mcbreakfast and value mornings,swiggy_bangalore
Big Big 6in1 Pizza - Non Veg,,,,,,,,recommended,swiggy_bangalore
Big Big 6in1 Pizza - Veg,,,,,,,,recommended,swiggy_bangalore
Big Big 6in1 Pizza – Veg Cheezilla,,,,,,,,recommended,swiggy_bangalore
Peppy Paneer Cheese Burst,,,,,,,,recommended,swiggy_bangalore
Farmhouse Cheese Burst,,,,,,,,recommended,swiggy_bangalore
Veggie Paradise Cheese Burst,,,,,,,,recommended,swiggy_bangalore
Margherita Cheese Burst,,,,,,,,recommended,swiggy_bangalore
Spiced Double Chicken Pizza,,,,,,,,recommended,swiggy_bangalore
Mexican Green Wave Cheese Burst,,,,,,,,recommended,swiggy_bangalore
Pepper Barbecue Chicken Cheese Burst,,,,,,,,recommended,swiggy_bangalore
Indi Tandoori Paneer Cheese Burst,,,,,,,,recommended,swiggy_bangalore
Indi Chicken Tikka Cheese Burst,,,,,,,,recommended,swiggy_bangalore
Double Cheese Margherita Cheese Burst,,,,,,,,recommended,swiggy_bangalore
Cheese n Corn Cheese Burst,,,,,,,,recommended,swiggy_bangalore
Chicken Golden Delight Cheese Burst,,,,,,,,recommended,swiggy_bangalore
Chicken Fiesta Cheese Burst,,,,,,,,recommended,swiggy_bangalore
Fresh Veggie Cheese Burst,,,,,,,,recommended,swiggy_bangalore
Chicken Pepperoni Cheese Burst,,,,,,,,recommended,swiggy_bangalore
Achari Do Pyaza Cheese Burst,,,,,,,,recommended,swiggy_bangalore
The 5 Chicken Feast Cheese Burst,,,,,,,,recommended,swiggy_bangalore
Chicken Sausage Cheese Burst,,,,,,,,cheese burst - 3 new flavours,swiggy_bangalore
Chicken Platter for 2-Korean Sweet Chilli Dip,,,,,,,,chicken feast,swiggy_bangalore
Chicken Platter for 4-Cream & Onion Dip,,,,,,,,chicken feast,swiggy_bangalore
Chicken Platter for 2-Cream & Onion Dip,,,,,,,,chicken feast,swiggy_bangalore
Chicken Platter for 4-Korean Sweet Chilli Dip,,,,,,,,chicken feast,swiggy_bangalore
Saucy Boneless Chicken - Cream & Onion,,,,,,,,chicken feast,swiggy_bangalore
Saucy Boneless Chicken - Peri Peri,,,,,,,,chicken feast,swiggy_bangalore
Saucy Chicken Pops - Cream & Onion,,,,,,,,chicken feast,swiggy_bangalore
Saucy Chicken Pops - Peri Peri,,,,,,,,chicken feast,swiggy_bangalore
Juicy Boneless Chicken,,,,,,,,chicken feast,swiggy_bangalore
Grilled Wings Signature Garlic,,,,,,,,chicken feast,swiggy_bangalore
Grilled Wings Lemon Pepper,,,,,,,,chicken feast,swiggy_bangalore
Grilled wings Southern Spice,,,,,,,,chicken feast,swiggy_bangalore
Mini Garlic Cheesiken Rice,,,,,,,,chicken feast,swiggy_bangalore
Mini Tangy Tomato Cheesiken Rice,,,,,,,,chicken feast,swiggy_bangalore
Mini Hot & Fiery Cheesiken Rice,,,,,,,,chicken feast,swiggy_bangalore
Spicy Chicken Pops,,,,,,,,chicken feast,swiggy_bangalore
Spicy Chicken Bombs,,,,,,,,chicken feast,swiggy_bangalore
Spicy Roasted Chicken Wings,,,,,,,,chicken feast,swiggy_bangalore
Garlic Cheesiken,,,,,,,,chicken feast,swiggy_bangalore
Hot & Fiery Cheesiken,,,,,,,,chicken feast,swiggy_bangalore
Peri Peri Dip,,,,,,,,chicken feast,swiggy_bangalore
Cream and Onion Dip,,,,,,,,chicken feast,swiggy_bangalore
Rich Garlic Dip,,,,,,,,chicken feast,swiggy_bangalore
Korean Sweet Chilli Dip,,,,,,,,chicken feast,swiggy_bangalore
Chicken Platter for 2-Peri Peri Dip,,,,,,,,chicken feast,swiggy_bangalore
Chicken Platter for 4-Peri Peri Dip,,,,,,,,chicken feast,swiggy_bangalore
Garlic Chicken Burst Pizza (Reg),,,,,,,,chicken burst,swiggy_bangalore
Tandoori Chicken Burst Pizza (Reg),,,,,,,,chicken burst,swiggy_bangalore
Shawarma Chicken Burst Pizza (Reg),,,,,,,,chicken burst,swiggy_bangalore
Korean Chicken Burst Pizza (Reg),,,,,,,,chicken burst,swiggy_bangalore
Southern Spice Chicken Burst Pizza (Reg),,,,,,,,chicken burst,swiggy_bangalore
Tandoori Chicken Burst Pizza (Med),,,,,,,,chicken burst,swiggy_bangalore
Garlic Chicken Burst Pizza (Med),,,,,,,,chicken burst,swiggy_bangalore
Korean Chicken Burst Pizza (Med),,,,,,,,chicken burst,swiggy_bangalore
Shawarma Chicken Burst Pizza (Med),,,,,,,,chicken burst,swiggy_bangalore
Southern Spice Chicken Burst Pizza (Med),,,,,,,,chicken burst,swiggy_bangalore
Cheese Volcano Peppy Paneer,,,,,,,,cheese volcano,swiggy_bangalore
Cheese Volcano Farmhouse,,,,,,,,cheese volcano,swiggy_bangalore
Cheese Volcano Veg Paradise,,,,,,,,cheese volcano,swiggy_bangalore
Corn & Cheese Volcano,,,,,,,,cheese volcano,swiggy_bangalore
Cheese Volcano BBQ Chicken,,,,,,,,cheese volcano,swiggy_bangalore
Cheese Volcano Chicken Delight,,,,,,,,cheese volcano,swiggy_bangalore
Cheese Volcano Double Chicken,,,,,,,,cheese volcano,swiggy_bangalore
Cheese Volcano Blazing Chicken,,,,,,,,cheese volcano,swiggy_bangalore
Special Party for 4 (Veg) @Rs. 180 off,,,,,,,,party combo,swiggy_bangalore
Pizza Party for 4 (Veg) @Rs. 180 Off,,,,,,,,party combo,swiggy_bangalore
Party for 4 (Veg) @Rs. 130 off,,,,,,,,party combo,swiggy_bangalore
Extravaganza Party for 2 (Veg) @Rs. 110 off,,,,,,,,party combo,swiggy_bangalore
Dominator Party for 2 (Non-Veg) @Rs. 140 off,,,,,,,,party combo,swiggy_bangalore
Special Party for 2 (Veg) @Rs. 105 off,,,,,,,,party combo,swiggy_bangalore
Match Day Veg Combo @Rs. 110 off,,,,,,,,party combo,swiggy_bangalore
Special Party for 2 (Non-Veg) @Rs. 115 off,,,,,,,,party combo,swiggy_bangalore
Party for 2 (Non-Veg) @Rs. 85 off,,,,,,,,party combo,swiggy_bangalore
Party for 2 (Veg) @Rs. 75 off,,,,,,,,party combo,swiggy_bangalore
Dominator Party for 4 (Non-Veg) @Rs. 300 off,,,,,,,,party combo,swiggy_bangalore
Meal for 2: Pepper BBQ Chicken & Spiced Double Chicken,,,,,,,,value meals,swiggy_bangalore
Meal for 4: Veg Extravaganza & Indi Tandoori Paneer,,,,,,,,value meals,swiggy_bangalore
Meal for 4: Margherita & Peppy Paneer,,,,,,,,value meals,swiggy_bangalore
Meal for 2: Farmhouse & Veg Extravaganza,,,,,,,,value meals,swiggy_bangalore
Meal for 4: Veg Cheesy Pizza,,,,,,,,value meals,swiggy_bangalore
Meal for 2: Veg Paradise & Farmhouse,,,,,,,,value meals,swiggy_bangalore
Garlic Breadsticks + Cheesy Dip,,,,,,,,value meals,swiggy_bangalore
Double Cheese Margherita Pizza,,,,,,,,dominos classics,swiggy_bangalore
Fresh Veggie Pizza,,,,,,,,dominos classics,swiggy_bangalore
Cheese n Corn Pizza,,,,,,,,dominos classics,swiggy_bangalore
Chicken Sausage Pizza,,,,,,,,dominos classics,swiggy_bangalore
Pepper Barbecue Chicken Pizza,,,,,,,,dominos classics,swiggy_bangalore
Spiced Double Chicken,,,,,,,,dominos classics,swiggy_bangalore
Chicken Golden Delight Pizza,,,,,,,,dominos classics,swiggy_bangalore
Veggie Paradise Pizza,,,,,,,,loaded pizza,swiggy_bangalore
Mexican Green Wave Pizza,,,,,,,,loaded pizza,swiggy_bangalore
Veg Extravaganza Pizza,,,,,,,,loaded pizza,swiggy_bangalore
Chicken Fiesta Pizza,,,,,,,,loaded pizza,swiggy_bangalore
Chicken Dominator Pizza,,,,,,,,loaded pizza,swiggy_bangalore
Non Veg Supreme Pizza,,,,,,,,loaded pizza,swiggy_bangalore
The 5 Chicken Feast Pizza,,,,,,,,loaded pizza,swiggy_bangalore
Achari Do Pyaza Pizza,,,,,,,,flavours of india,swiggy_bangalore
Corn n Cheese Paratha Pizza,,,,,,,,flavours of india,swiggy_bangalore
Indi Tandoori Paneer Pizza,,,,,,,,flavours of india,swiggy_bangalore
Chicken Keema Paratha Pizza,,,,,,,,flavours of india,swiggy_bangalore
Indi Chicken Tikka Pizza,,,,,,,,flavours of india,swiggy_bangalore
Chicken Keema & Onion with Desi Makhani Sauce,,,,,,,,pizza mania,swiggy_bangalore
"Paneer, Onion & Capsicum with Desi Makhani Sauce",,,,,,,,pizza mania,swiggy_bangalore
Paneer & Capsicum with Videshi Hot Sauce,,,,,,,,pizza mania,swiggy_bangalore
Capsicum & Red Paprika with Videshi Hot Sauce,,,,,,,,pizza mania,swiggy_bangalore
Pepper Barbecue Chicken,,,,,,,,pizza mania,swiggy_bangalore
Golden Corn,,,,,,,,pizza mania,swiggy_bangalore
Onion,,,,,,,,pizza mania,swiggy_bangalore
Classic,,,,,,,,pizza mania,swiggy_bangalore
Korean Corn & Jalapeno Garlic Bread,,,,,,,,garlic breads & more,swiggy_bangalore
Fiery Corn & Jalapeno Garlic Bread,,,,,,,,garlic breads & more,swiggy_bangalore
Makhani Corn & Jalapeno Garlic Bread,,,,,,,,garlic breads & more,swiggy_bangalore
Korean Paneer Tikka Garlic Bread,,,,,,,,garlic breads & more,swiggy_bangalore
Fiery Paneer Tikka Garlic Bread,,,,,,,,garlic breads & more,swiggy_bangalore
Makhani Paneer Tikka Garlic Bread,,,,,,,,garlic breads & more,swiggy_bangalore
Korean Pepperoni Garlic Bread,,,,,,,,garlic breads & more,swiggy_bangalore
Fiery Pepperoni Garlic Bread,,,,,,,,garlic breads & more,swiggy_bangalore
Makhani Pepperoni Garlic Bread,,,,,,,,garlic breads & more,swiggy_bangalore
Cheesy Dip,,,,,,,,garlic breads & more,swiggy_bangalore
Taco Mexicana Veg,,,,,,,,garlic breads & more,swiggy_bangalore
Taco Mexicana Non Veg,,,,,,,,garlic breads & more,swiggy_bangalore
Veg Parcel,,,,,,,,garlic breads & more,swiggy_bangalore
Chicken Parcel,,,,,,,,garlic breads & more,swiggy_bangalore
Burger Pizza - Classic Veg,,,,,,,,garlic breads & more,swiggy_bangalore
Burger Pizza - Premium Veg,,,,,,,,garlic breads & more,swiggy_bangalore
Burger Pizza - Classic Non Veg,,,,,,,,garlic breads & more,swiggy_bangalore
Taco Mexicana Veg (Single),,,,,,,,garlic breads & more,swiggy_bangalore
Tandoori Loaded Veg Taco,,,,,,,,garlic breads & more,swiggy_bangalore
Tandoori Loaded Veg Taco (Single),,,,,,,,garlic breads & more,swiggy_bangalore
Tandoori Loaded Chicken Taco,,,,,,,,garlic breads & more,swiggy_bangalore
Tandoori Loaded Paneer Parcel,,,,,,,,garlic breads & more,swiggy_bangalore
Tandoori Loaded Chicken Parcel,,,,,,,,garlic breads & more,swiggy_bangalore
Choco Lava Cake Gift Hamper,,,,,,,,desserts,swiggy_bangalore
Red Velvet Lava Cake,,,,,,,,desserts,swiggy_bangalore
Butterscotch Mousse Cake,,,,,,,,desserts,swiggy_bangalore
Coca Cola 475ml,,,,,,,,beverages,swiggy_bangalore
Sprite 475ml,,,,,,,,beverages,swiggy_bangalore
Fanta 475ml,,,,,,,,beverages,swiggy_bangalore
Coca Cola Zero Sugar 330ml,,,,,,,,beverages,swiggy_bangalore
Nagpur Orange,,,,,,,,beverages,swiggy_bangalore
B Natural Alphonsos from Ratnagiri (300 ml),,,,,,,,beverages,swiggy_bangalore
Aquavess Water (500ml),,,,,,,,beverages,swiggy_bangalore
Classic Pizza Mania,,,,,,,,pizza & more,swiggy_bangalore
Margherita Pizza Regular,,,,,,,,pizza & more,swiggy_bangalore
5 Course Meal: Chicken Sausage Pizza,,,,,,,,5 course pizza feast,swiggy_bangalore
5 Course Meal: Onion Pizza,,,,,,,,5 course pizza feast,swiggy_bangalore
5 Course Meal: Pepper BBQ Chicken Pizza,,,,,,,,5 course pizza feast,swiggy_bangalore
5 Course Meal: Classic Pizza,,,,,,,,5 course pizza feast,swiggy_bangalore
5 Course Meal: Golden Corn Pizza,,,,,,,,5 course pizza feast,swiggy_bangalore
5 Course Meal: Veg Loaded Pizza,,,,,,,,5 course pizza feast,swiggy_bangalore
5 Course Meal: Non Veg Loaded Pizza,,,,,,,,5 course pizza feast,swiggy_bangalore
5 Course: Triple Chicken Hot & Fiery Rice Meal with Chicken Pops,,,,,,,,5 course chicken feast,swiggy_bangalore
5 Course: Triple Chicken Hot & Fiery Rice Meal with Chicken Wings,,,,,,,,5 course chicken feast,swiggy_bangalore
5 Course: Triple Chicken Garlic Rice Meal with Chicken Pops,,,,,,,,5 course chicken feast,swiggy_bangalore
5 Course: Triple Chicken Garlic Rice Meal with Chicken Wings,,,,,,,,5 course chicken feast,swiggy_bangalore
Sabudana Khichdi & Dum Aloo Bowl,,,,,,,,recommended,swiggy_bangalore
Sabudana Khichdi & Paneer Makhani Bowl,,,,,,,,recommended,swiggy_bangalore
Mughlai Grilled Chicken Rice Bowl with Omelette,,,,,,,,recommended,swiggy_bangalore
Paneer Tikka Rice Bowl,,,,,,,,recommended,swiggy_bangalore
Creamy Chicken Tikka Rice Bowl,,,,,,,,recommended,swiggy_bangalore
Barbeque Chicken Rice Bowl,,,,,,,,recommended,swiggy_bangalore
Chicken Kheema Rice Bowl,,,,,,,,recommended,swiggy_bangalore
Bhuna Chicken Rice Bowl,,,,,,,,recommended,swiggy_bangalore
Mughlai Egg Curry Rice Bowl,,,,,,,,recommended,swiggy_bangalore
Mughlai Falafel Rice Bowl,,,,,,,,recommended,swiggy_bangalore
Classic Chicken Shawarma Bowl,,,,,,,,recommended,swiggy_bangalore
Chicken Kofta Rice Bowl with Omelette,,,,,,,,recommended,swiggy_bangalore
Roast Vegetables Rice Bowl,,,,,,,,recommended,swiggy_bangalore
Mushroom Masala Rice Bowl,,,,,,,,recommended,swiggy_bangalore
Mutton Bhuna Rice Bowl,,,,,,,,recommended,swiggy_bangalore
Mutton Kheema Signature Rice Bowl,,,,,,,,recommended,swiggy_bangalore
Classic Rajma Rice Bowl,,,,,,,,recommended,swiggy_bangalore
Dal Makhani Rice Bowl,,,,,,,,recommended,swiggy_bangalore
Palak Paneer Rice Bowl,,,,,,,,recommended,swiggy_bangalore
Good'ol Butter Chicken Rice Bowl,,,,,,,,recommended,swiggy_bangalore
Paneer Lababdar Rice Bowl,,,,,,,,classic bowls,swiggy_bangalore
Corn Masala Rice Bowl,,,,,,,,classic bowls,swiggy_bangalore
Chicken Lababdar Rice Bowl,,,,,,,,classic bowls,swiggy_bangalore
Paneer Tikka Masala Rice Bowl,,,,,,,,classic bowls,swiggy_bangalore
Pindi Chole Rice Bowl,,,,,,,,classic bowls,swiggy_bangalore
Ghee Roast Chicken Rice Bowl.,,,,,,,,classic bowls,swiggy_bangalore
Good'ol Butter Chicken Mini Rice Bowl,,,,,,,,mini bowls,swiggy_bangalore
Classic Rajma Mini Rice Bowl,,,,,,,,mini bowls,swiggy_bangalore
Dal Makhani Mini Rice Bowl,,,,,,,,mini bowls,swiggy_bangalore
Chicken Kheema Mini Rice Bowl,,,,,,,,mini bowls,swiggy_bangalore
Barbeque Chicken Mini Rice Bowl,,,,,,,,mini bowls,swiggy_bangalore
Pindi Chole Mini Rice Bowl,,,,,,,,mini bowls,swiggy_bangalore
Paneer Tikka Masala Mini Rice Bowl,,,,,,,,mini bowls,swiggy_bangalore
Paneer Lababdar Mini Rice Bowl,,,,,,,,mini bowls,swiggy_bangalore
Creamy Chicken Tikka Mini Rice Bowl,,,,,,,,mini bowls,swiggy_bangalore
Corn Masala Mini Rice Bowl,,,,,,,,mini bowls,swiggy_bangalore
Chicken Lababdar Mini Rice Bowl,,,,,,,,mini bowls,swiggy_bangalore
Roast Vegetables Mini Rice Bowl,,,,,,,,mini bowls,swiggy_bangalore
Chicken Biryani Bowl (Boneless),,,,,,,,biryani bowls,swiggy_bangalore
Egg Biryani Bowl,,,,,,,,biryani bowls,swiggy_bangalore
Veg Biryani Bowl,,,,,,,,biryani bowls,swiggy_bangalore
Paneer Biryani Bowl,,,,,,,,biryani bowls,swiggy_bangalore
Ghee Roast Chicken Rice Bowl,,,,,,,,biryani bowls,swiggy_bangalore
Mutton Kofta Biryani Bowl (Boneless),,,,,,,,biryani bowls,swiggy_bangalore
Mutton Kheema Biryani Bowl,,,,,,,,biryani bowls,swiggy_bangalore
Gulab Jamun Box (Pack of 10),,,,,,,,desserts,swiggy_bangalore
Mango Cheesecake,,,,,,,,desserts,swiggy_bangalore
New York Cheesecake,,,,,,,,desserts,swiggy_bangalore
Chocolate Cheesecake Slice,,,,,,,,desserts,swiggy_bangalore
Blueberry Cheesecake,,,,,,,,desserts,swiggy_bangalore
Death by Chocolate Cake Jar,,,,,,,,desserts,swiggy_bangalore
Moong Dal Halwa (80 gm),,,,,,,,desserts,swiggy_bangalore
Gulab Jamun (Pack of 5),,,,,,,,desserts,swiggy_bangalore
Pineapple Jar Cake,,,,,,,,desserts,swiggy_bangalore
Rich Red Velvet Pastry,,,,,,,,desserts,swiggy_bangalore
Choco Chip Brownie,,,,,,,,desserts,swiggy_bangalore
Choco Chip Pastry,,,,,,,,desserts,swiggy_bangalore
Gulab Jamun (Pack Of 2),,,,,,,,desserts,swiggy_bangalore
Walnut Brownie,,,,,,,,desserts,swiggy_bangalore
Belgian Chocolate Ice Cream,,,,,,,,desserts,swiggy_bangalore
Salted Caramel Ice Cream,,,,,,,,desserts,swiggy_bangalore
Dry Fruit Kulfi Ice Cream,,,,,,,,desserts,swiggy_bangalore
Gulab Jamun - Pack of 1,,,,,,,,desserts,swiggy_bangalore
Kesar Thandai Ice Cream,,,,,,,,desserts,swiggy_bangalore
Shahi Tukda,,,,,,,,desserts,swiggy_bangalore
Butter Chicken Rice Bowl with Seekh Kebab (Protein-42g),,,,,,,,high protein rice bowls,swiggy_bangalore
Dal Makhni Rice Bowl with Dahi Kebab (Protein-25g),,,,,,,,high protein rice bowls,swiggy_bangalore
Paneer Lababdar Rice Bowl (Protein-21g),,,,,,,,high protein rice bowls,swiggy_bangalore
Mughlai Grilled Chicken Rice Bowl with Omelette (Protein-25g),,,,,,,,high protein rice bowls,swiggy_bangalore
Mughlai Chicken Kofta Rice Bowl with Omelette (Protein-29g),,,,,,,,high protein rice bowls,swiggy_bangalore
Good'ol Butter Chicken Rice Bowl (Protein-29g),,,,,,,,high protein rice bowls,swiggy_bangalore
Chicken Lababdar Rice Bowl (Protein-34g),,,,,,,,high protein rice bowls,swiggy_bangalore
Mutton Haleem,,,,,,,,starters,swiggy_bangalore
Chicken Haleem,,,,,,,,starters,swiggy_bangalore
Potato Wedges (Medium),,,,,,,,starters,swiggy_bangalore
Chicken Meatball Kebab (5 Pcs),,,,,,,,starters,swiggy_bangalore
Chicken Tikki (5 pcs),,,,,,,,starters,swiggy_bangalore
Pizza Puff (Pack of 4),,,,,,,,starters,swiggy_bangalore
Potato Chilli Shots with Mayo Dip,,,,,,,,starters,swiggy_bangalore
Falafel Nuggets with Mayo Dip,,,,,,,,starters,swiggy_bangalore
Pizza Puff (Pack of 2),,,,,,,,starters,swiggy_bangalore
Chicken Tikka Baked Cheese Rice Bowl,,,,,,,,baked cheese rice bowls (powered by firangi bake),swiggy_bangalore
Paneer Tikka Baked Cheese Rice Bowl,,,,,,,,baked cheese rice bowls (powered by firangi bake),swiggy_bangalore
Butter Chicken Baked Cheese Rice Bowl,,,,,,,,baked cheese rice bowls (powered by firangi bake),swiggy_bangalore
Mexican Baked Cheese Rice Bowl,,,,,,,,baked cheese rice bowls (powered by firangi bake),swiggy_bangalore
Chicken Biryani Bowl + Thums Up Combo,,,,,,,,value combos,swiggy_bangalore
Mini Bowl Meal Combo (Veg),,,,,,,,value combos,swiggy_bangalore
Mini Bowl Meal Combo (Non Veg),,,,,,,,value combos,swiggy_bangalore
Skimmed Mint Buttermilk,,,,,,,,beverages,swiggy_bangalore
Coca Cola Bottle (475 mL),,,,,,,,beverages,swiggy_bangalore
Thums Up Can (330 mL),,,,,,,,beverages,swiggy_bangalore
Jeera Masala Soda (350 mL),,,,,,,,beverages,swiggy_bangalore
Coke (250 mL),,,,,,,,beverages,swiggy_bangalore
Lemon Soda (250 mL),,,,,,,,beverages,swiggy_bangalore
Paneer Tikka Whole Bowl [55g Protein],,,,,,,,recommended,swiggy_bangalore
Paneer Peri Peri Power Bowl [55g Protein],,,,,,,,recommended,swiggy_bangalore
Herb Chicken Mighty Bowl [74g Protein],,,,,,,,recommended,swiggy_bangalore
Chicken Tikka Super Bowl [74g Protein],,,,,,,,recommended,swiggy_bangalore
BBQ Chicken Beast Bowl [74g Protein],,,,,,,,recommended,swiggy_bangalore
[69g Protein] Grilled Paneer Protein Bowl + Veg...,,,,,,,,recommended,swiggy_bangalore
"Veggie Delight Happy Salad [451 Kcal, Low Calorie]",,,,,,,,recommended,swiggy_bangalore
"Paneer Keto Salad [31g Protein, 527 Kcal]",,,,,,,,recommended,swiggy_bangalore
"Chicken Keto Salad [40g Protein, 459 Kcal]",,,,,,,,recommended,swiggy_bangalore
Paneer Tikka Keto Bowl [52g Protein],,,,,,,,recommended,swiggy_bangalore
"Chicken Tikka Keto Bowl [71g Protein, 30g Carbs]",,,,,,,,recommended,swiggy_bangalore
Pesto & Paneer Supreme Bowl [55g - High Protein],,,,,,,,wefit protein bowls,swiggy_bangalore
Pesto & Chicken Dominator Bowl [74g - High Prot...,,,,,,,,wefit protein bowls,swiggy_bangalore
Chicken Peri Peri Boss Bowl [74g Protein],,,,,,,,wefit protein bowls,swiggy_bangalore
"Pesto & Veggies Hearty Salad [512 Kcal, Low Cal...",,,,,,,,wefit super salads,swiggy_bangalore
Pesto & Mushroom Merry Salad [14g - High Protei...,,,,,,,,wefit super salads,swiggy_bangalore
Paneer Peri Peri Bravo Salad [32g Protein],,,,,,,,wefit super salads,swiggy_bangalore
Pesto & Paneer FeelGood Salad [30g - High Protein],,,,,,,,wefit super salads,swiggy_bangalore
Chicken Peppy Salad [40g Protein],,,,,,,,wefit super salads,swiggy_bangalore
Pesto & Chicken Honest Salad [43g - High Protein],,,,,,,,wefit super salads,swiggy_bangalore
[75g Protein] Roast Chicken Salad + Chicken Tik...,,,,,,,,wefit super salads,swiggy_bangalore
"Pesto & Mushroom Keto Salad [284 Kcal, Low Calo...",,,,,,,,wefit keto meals,swiggy_bangalore
"Pesto & Paneer Keto Salad [31g - High Protein, ...",,,,,,,,wefit keto meals,swiggy_bangalore
"Pesto & Chicken Keto Salad [40g - High Protein,...",,,,,,,,wefit keto meals,swiggy_bangalore
Pesto & Paneer Keto Bowl [52 - High Protein],,,,,,,,wefit keto meals,swiggy_bangalore
Paneer Peri Peri Keto Bowl [52g Protein],,,,,,,,wefit keto meals,swiggy_bangalore
"Herb Chicken Keto Bowl [71g Protein, 27g Carbs ]",,,,,,,,wefit keto meals,swiggy_bangalore
"Pesto & Chicken Keto Bowl [71g - High Protein, ...",,,,,,,,wefit keto meals,swiggy_bangalore
"Chicken Peri Peri Keto Bowl [71g Protein, 30g C...",,,,,,,,wefit keto meals,swiggy_bangalore
Veggie Goodness Sandwich [14g Protein],,,,,,,,wefit multigrain sandwiches,swiggy_bangalore
Pesto Mushrooms & Cheese Sandwich [24g Protein],,,,,,,,wefit multigrain sandwiches,swiggy_bangalore
Grilled Paneer Power Sandwich [30g Protein],,,,,,,,wefit multigrain sandwiches,swiggy_bangalore
Pesto Paneer & Cheese Sandwich [35g Protein],,,,,,,,wefit multigrain sandwiches,swiggy_bangalore
Overload Paneer Mighty Sandwich [36g Protein],,,,,,,,wefit multigrain sandwiches,swiggy_bangalore
Grilled Chicken Power Sandwich [35g Protein],,,,,,,,wefit multigrain sandwiches,swiggy_bangalore
Pesto Chicken & Cheese Sandwich [35g Protein],,,,,,,,wefit multigrain sandwiches,swiggy_bangalore
Overload Chicken Mighty Sandwich [46g Protein],,,,,,,,wefit multigrain sandwiches,swiggy_bangalore
[44g Protein] Veggie Sandwich + Paneer Sandwich...,,,,,,,,wefit multigrain sandwiches,swiggy_bangalore
Supergrain Millet Dal Khichdi [16g Protein],,,,,,,,*new* high-protein rice bowls,swiggy_bangalore
"Fiber-Rich Palak & Millet Khichdi [17g Protein,...",,,,,,,,*new* high-protein rice bowls,swiggy_bangalore
Tandoori Grilled Paneer Tikka [46g Protein],,,,,,,,wefit grilled protein,swiggy_bangalore
Peri Peri Grilled Paneer Tikka [46g Protein],,,,,,,,wefit grilled protein,swiggy_bangalore
Tandoori Grilled Chicken Wings [50g Protein],,,,,,,,wefit grilled protein,swiggy_bangalore
Peri Peri Grilled Chicken Wings [50g Protein],,,,,,,,wefit grilled protein,swiggy_bangalore
Herb Grilled Chicken Wings [50g Protein],,,,,,,,wefit grilled protein,swiggy_bangalore
BBQ Grilled Chicken Wings [50g Protein],,,,,,,,wefit grilled protein,swiggy_bangalore
Tandoori Grilled Chicken Tikka [65g Protein],,,,,,,,wefit grilled protein,swiggy_bangalore
Peri Peri Grilled Chicken Boneless [65g Protein],,,,,,,,wefit grilled protein,swiggy_bangalore
Herb Grilled Chicken Boneless [64g Protein],,,,,,,,wefit grilled protein,swiggy_bangalore
BBQ Grilled Chicken Boneless [64g Protein],,,,,,,,wefit grilled protein,swiggy_bangalore
Fresh Lemonade,,,,,,,,drinks,swiggy_bangalore
Buttermilk [200 ml],,,,,,,,drinks,swiggy_bangalore
Bailley One - Mineral Water [500 ml],,,,,,,,drinks,swiggy_bangalore
Tadka Curd Rice Thali,,,,,,,,recommended,swiggy_bangalore
Ghee Tadka Dal Khichdi Thali,,,,,,,,recommended,swiggy_bangalore
Palak Paneer - Light Meal,,,,,,,,recommended,swiggy_bangalore
Shahi Chicken - Light Meal,,,,,,,,recommended,swiggy_bangalore
Sunday Chicken Curry - Light Meal,,,,,,,,recommended,swiggy_bangalore
Saag Wala Chicken - Light Meal,,,,,,,,recommended,swiggy_bangalore
Aloo Dum - Everyday Thali,,,,,,,,recommended,swiggy_bangalore
Fam's Favorite Matar Paneer - Everyday Thali,,,,,,,,recommended,swiggy_bangalore
Shahi Paneer - Everyday Thali,,,,,,,,recommended,swiggy_bangalore
Paneer Masala - Everyday Thali,,,,,,,,recommended,swiggy_bangalore
Shahi Chicken - Everyday Thali,,,,,,,,recommended,swiggy_bangalore
Masala Chicken - Everyday Thali,,,,,,,,recommended,swiggy_bangalore
Punjabi Chole - Feast Thali,,,,,,,,recommended,swiggy_bangalore
Dal Makhani - Feast Thali,,,,,,,,recommended,swiggy_bangalore
Egg Curry - Feast Thali,,,,,,,,recommended,swiggy_bangalore
Homestyle Egg Curry Feast Thali + 3 Mini Samosas,,,,,,,,recommended,swiggy_bangalore
Ghee Toor Dal Khichdi Thali,,,,,,,,comfort thalis,swiggy_bangalore
Millet Dal Khichdi Meal - Healthy,,,,,,,,comfort thalis,swiggy_bangalore
Kadhi & Khichdi Thali,,,,,,,,comfort thalis,swiggy_bangalore
Homestyle Yellow Dal - Light Meal,,,,,,,,veg homely - light meal,swiggy_bangalore
Kadhi Pakoda - Light Meal,,,,,,,,veg homely - light meal,swiggy_bangalore
